"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"gene"
"UNC5C"	0.222651808778244	0.0647120574279394	0.731	0.725	1	"UNC5C"
"ATXN7"	0.222708465287372	-0.0618382811958573	0.923	0.941	1	"ATXN7"
"MLH3"	0.222742452966743	-0.0338675928317424	0.231	0.348	1	"MLH3"
"DGKQ"	0.222870907702375	0.0504625316288373	0.558	0.462	1	"DGKQ"
"U2AF1L4"	0.222876368201816	-0.0854329531593778	0.346	0.443	1	"U2AF1L4"
"MRPS10"	0.222924472206766	0.111751520152517	0.385	0.314	1	"MRPS10"
"RP1-4G17.5"	0.222952914917947	0.0858612653730619	0.519	0.492	1	"RP1-4G17.5"
"MKRN3"	0.223072673640362	-0.032811660549643	0.096	0.169	1	"MKRN3"
"JAG1"	0.223078277390395	0.155032046422883	0.692	0.623	1	"JAG1"
"RCBTB1"	0.223094029287052	-0.0952086583973087	0.5	0.606	1	"RCBTB1"
"BPIFC"	0.223191373866721	-0.0432454646991749	0.096	0.163	1	"BPIFC"
"TSPAN2"	0.223236264898127	-0.142029319411123	0.558	0.625	1	"TSPAN2"
"RNF167"	0.223241686436281	0.122412867290054	0.481	0.425	1	"RNF167"
"PPCS"	0.2232707531079	0.0970797141751826	0.558	0.506	1	"PPCS"
"ELL2"	0.223310463214096	0.0790105704512789	0.75	0.73	1	"ELL2"
"KCNN1"	0.223315394981532	0.0895003468768149	0.385	0.306	1	"KCNN1"
"CD300E"	0.22337655368748	0.0500412683846848	0.212	0.15	1	"CD300E"
"LINGO3"	0.223385441732124	-0.0826973835621747	0.154	0.227	1	"LINGO3"
"SNRPG"	0.22344049120639	0.160718857833652	0.519	0.532	1	"SNRPG"
"SNCB"	0.223452837755718	-0.0774841609921545	0.115	0.177	1	"SNCB"
"ZNF485"	0.223473360505833	-0.074680209352869	0.077	0.134	1	"ZNF485"
"PLAG1"	0.223490069787296	-0.114119561094992	0.558	0.662	1	"PLAG1"
"PRMT5"	0.223552232518839	0.140321455140069	0.673	0.642	1	"PRMT5"
"NAA10"	0.223557022992268	-0.0518804031380478	0.058	0.111	1	"NAA10"
"CYP2F1"	0.223564274406006	-0.0430310474694869	0.096	0.164	1	"CYP2F1"
"ANKH"	0.223624834865987	-0.104345705728794	0.635	0.781	1	"ANKH"
"KRT8"	0.223719632685043	0.175484810422424	0.5	0.5	1	"KRT8"
"CAMP"	0.223849650320115	-0.0603294406355593	0.058	0.112	1	"CAMP"
"TDG"	0.22388127505272	0.116609298704618	0.615	0.539	1	"TDG"
"IFITM3"	0.224098445614136	-0.0774345242104531	0.154	0.232	1	"IFITM3"
"SHARPIN"	0.224136793980613	0.0717745395818857	0.577	0.52	1	"SHARPIN"
"ACRBP"	0.224278179964844	0.121087830278	0.365	0.309	1	"ACRBP"
"HAUS2"	0.224289160912956	-0.0797018682470897	0.269	0.357	1	"HAUS2"
"PCDHGA8"	0.224338887013712	0.150541189409999	0.769	0.781	1	"PCDHGA8"
"FAM92A1"	0.224355699932435	-0.0770465328372509	0.231	0.318	1	"FAM92A1"
"ECD"	0.2245192938165	0.120249099995117	0.519	0.457	1	"ECD"
"CLRN3"	0.224554119491747	-0.0688885478123707	0.135	0.208	1	"CLRN3"
"RP11-793H13.10"	0.224661102836416	-0.0673782561561829	0.692	0.803	1	"RP11-793H13.10"
"CCDC137"	0.224686797722833	-0.0470327910457085	0.135	0.208	1	"CCDC137"
"ZBTB32"	0.224742715091977	-0.0823023777274942	0.212	0.297	1	"ZBTB32"
"CHRNB2"	0.224773623355726	-0.0635399968857035	0.077	0.137	1	"CHRNB2"
"SLC41A3"	0.224839601204563	-0.101575359303171	0.346	0.45	1	"SLC41A3"
"PARP14"	0.224917576522598	0.131488153605813	0.577	0.524	1	"PARP14"
"PRDM7"	0.225032092688078	-0.0729293923151463	0.327	0.435	1	"PRDM7"
"AC026348.1"	0.225059983282711	0.134936190537371	0.404	0.336	1	"AC026348.1"
"ECI1"	0.225083218915128	0.115406926857867	0.308	0.24	1	"ECI1"
"TMEM238"	0.225168502091638	-0.0878095561103019	0.346	0.448	1	"TMEM238"
"SEZ6"	0.225223764098153	-0.113114222109274	0.346	0.432	1	"SEZ6"
"CPT1C"	0.225228942428629	-0.0661673284909029	0.096	0.16	1	"CPT1C"
"POU2F3"	0.225313601449302	-0.0933787937188218	0.346	0.432	1	"POU2F3"
"PDILT"	0.225395788389746	0.0254883863394479	0.192	0.133	1	"PDILT"
"TERB1"	0.225484236185644	-0.0729654566962017	0.096	0.16	1	"TERB1"
"CTSV"	0.225570787994739	-0.0556103570119595	0.135	0.211	1	"CTSV"
"ZDHHC3"	0.225595288787092	-0.034314882355561	0.404	0.51	1	"ZDHHC3"
"GAS2L1"	0.225640211995963	-0.0636368474814165	0.231	0.31	1	"GAS2L1"
"TTC39A"	0.225678583341911	0.139340765219377	0.654	0.618	1	"TTC39A"
"ZNF736"	0.22568964850762	-0.12187180499999	0.635	0.73	1	"ZNF736"
"SV2C"	0.225736063161867	0.0882336933471697	0.885	0.87	1	"SV2C"
"PPM1J"	0.225756955862095	0.183392591590238	0.423	0.386	1	"PPM1J"
"CMKLR1"	0.22579042076257	-0.215130480451154	0.519	0.568	1	"CMKLR1"
"EFNB3"	0.225792786976391	-0.0602836296346512	0.058	0.111	1	"EFNB3"
"ICOS"	0.225820172618816	0.0357158893893084	0.25	0.186	1	"ICOS"
"ABCC3"	0.225947279565076	0.136714178730473	0.519	0.443	1	"ABCC3"
"LTK"	0.225982095031156	0.0138884768531798	0.192	0.288	1	"LTK"
"C14orf178"	0.226024371129588	0.123141441021019	0.538	0.49	1	"C14orf178"
"GCK"	0.226059510098707	-0.107521883693842	0.269	0.365	1	"GCK"
"VEPH1"	0.226110632905155	-0.144728725311487	0.673	0.774	1	"VEPH1"
"DDX60L"	0.226142569869346	0.239466974953832	0.769	0.773	1	"DDX60L"
"ZNF343"	0.226240709407585	-0.0907184191094745	0.365	0.448	1	"ZNF343"
"ZNF563"	0.226241469692301	0.116787081953121	0.308	0.258	1	"ZNF563"
"EARS2"	0.226272133828125	-0.0896098789945829	0.442	0.554	1	"EARS2"
"BLACE"	0.226298194096805	-0.0580360641142078	0.135	0.214	1	"BLACE"
"NEDD8"	0.226435482722894	-0.0856479163152165	0.308	0.421	1	"NEDD8"
"TOX"	0.226477558491613	0.101106411115016	0.904	0.929	1	"TOX"
"C2CD2L"	0.226550528087032	-0.0950729371022645	0.481	0.573	1	"C2CD2L"
"SLC27A3"	0.226744516141268	0.00265593560361513	0.115	0.19	1	"SLC27A3"
"RAD23A"	0.226859245865334	-0.121112160889856	0.385	0.445	1	"RAD23A"
"TTC36"	0.226891270368148	-0.0450784141434042	0.115	0.187	1	"TTC36"
"RP11-603J24.9"	0.226904758603689	-0.117801863744006	0.423	0.509	1	"RP11-603J24.9"
"XAB2"	0.227089101306187	-0.0694590542293488	0.192	0.273	1	"XAB2"
"APOBEC2"	0.227237078589202	-0.0595243120975344	0.077	0.138	1	"APOBEC2"
"SCARA5"	0.227237801727836	-0.0711006192766671	0.481	0.568	1	"SCARA5"
"RPS4Y2"	0.227255028973701	-0.0670525281540969	0.115	0.186	1	"RPS4Y2"
"COL10A1"	0.227270691534974	0.0425904209063305	0.269	0.197	1	"COL10A1"
"LEP"	0.227366240265869	-0.0280915252237193	0.058	0.113	1	"LEP"
"LRRC3"	0.227405706882168	-0.0759383837573804	0.096	0.159	1	"LRRC3"
"SLC10A7"	0.227453318015046	0.114575966348765	0.808	0.738	1	"SLC10A7"
"WDR38"	0.227501505335747	-0.0962679219947406	0.154	0.219	1	"WDR38"
"NAALAD2"	0.227547048333391	-0.0832564195741554	0.135	0.197	1	"NAALAD2"
"MRPL34"	0.227564548689731	-0.101202611634326	0.481	0.536	1	"MRPL34"
"EPS8"	0.22767773602348	0.108341973184289	0.808	0.831	1	"EPS8"
"VSTM4"	0.227713940451683	0.123227967061703	0.558	0.499	1	"VSTM4"
"HCFC1R1"	0.227763832783848	-0.0785225430970669	0.231	0.314	1	"HCFC1R1"
"LRRC74A"	0.22781549419492	-0.123221462293092	0.308	0.407	1	"LRRC74A"
"SLC7A2"	0.227820342756395	-0.0739790246623051	0.212	0.316	1	"SLC7A2"
"TYROBP"	0.227826570852152	-0.0742374296349055	0.173	0.251	1	"TYROBP"
"CNPY1"	0.227875354776776	0.155797942670011	0.538	0.492	1	"CNPY1"
"ZNF575"	0.227892724314088	0.01572134701383	0.442	0.557	1	"ZNF575"
"CHRNA2"	0.227969835334341	-0.0658320212450501	0.135	0.206	1	"CHRNA2"
"EXOSC4"	0.228016640417226	-0.0765774128964472	0.212	0.288	1	"EXOSC4"
"ATG7"	0.228069993943898	-0.185957286896625	0.788	0.831	1	"ATG7"
"CTD-2140B24.4"	0.228230321057818	-0.126934219642082	0.5	0.576	1	"CTD-2140B24.4"
"SLC35B1"	0.228402407841295	-0.0934608732988726	0.269	0.372	1	"SLC35B1"
"CD44"	0.228432245471359	-0.15653458326394	0.827	0.859	1	"CD44"
"ECE1"	0.22848717043041	-0.133091358974617	0.788	0.823	1	"ECE1"
"GABPB2"	0.22848996504505	-0.0745056153245655	0.346	0.424	1	"GABPB2"
"FDX1"	0.22850336636338	-0.115139677604583	0.442	0.548	1	"FDX1"
"TAF13"	0.22853164435807	-0.0797450960944779	0.212	0.283	1	"TAF13"
"SNRPD2"	0.228588581270323	0.195264167899245	0.635	0.607	1	"SNRPD2"
"CCER1"	0.228614080144223	-0.0336907205298223	0.135	0.213	1	"CCER1"
"ZNF25"	0.228697611049279	0.165790062393611	0.596	0.542	1	"ZNF25"
"ATF7"	0.228726765993382	-0.0658205373571901	0.692	0.802	1	"ATF7"
"CEP120"	0.228732966034046	-0.0913390037580266	0.615	0.663	1	"CEP120"
"RITA1"	0.228867573351387	0.109712162302788	0.481	0.43	1	"RITA1"
"GPX1"	0.22894786793756	0.148806248049793	0.288	0.23	1	"GPX1"
"BCKDHA"	0.229028087026492	-0.0730023236396371	0.385	0.537	1	"BCKDHA"
"ZNF653"	0.229113957243729	-0.138982741182673	0.25	0.317	1	"ZNF653"
"P2RX4"	0.229134894060679	0.120552346058862	0.519	0.454	1	"P2RX4"
"ULK1"	0.229171706624639	-0.0212530950910219	0.423	0.52	1	"ULK1"
"IMP3"	0.229188926213576	-0.102731639065604	0.365	0.462	1	"IMP3"
"ICAM3"	0.22919637045437	-0.0656909453157959	0.096	0.156	1	"ICAM3"
"CUL3"	0.229256827416658	-0.141051869211484	0.846	0.899	1	"CUL3"
"DMWD"	0.229329661251075	0.122434014393818	0.346	0.301	1	"DMWD"
"KLHL14"	0.229333114648937	0.0635781606805845	0.5	0.426	1	"KLHL14"
"BCL2L10"	0.229425410053774	-0.0555493270125765	0.058	0.11	1	"BCL2L10"
"KCNG2"	0.229436852132772	-0.0903327391811171	0.154	0.223	1	"KCNG2"
"PCDHGA3"	0.229445481935076	0.157409769854542	0.808	0.827	1	"PCDHGA3"
"GRPEL1"	0.229459056071681	-0.0791696889254605	0.385	0.466	1	"GRPEL1"
"PER1"	0.229492765858573	-0.174971100967052	0.692	0.716	1	"PER1"
"FAM193B"	0.229577500712407	0.0997033114422112	0.462	0.4	1	"FAM193B"
"AGPAT3"	0.229617780594172	-0.172092173305313	0.654	0.677	1	"AGPAT3"
"IFT27"	0.229637760984035	0.178121333334306	0.635	0.57	1	"IFT27"
"PHF12"	0.22978844164633	-0.113427389046848	0.692	0.774	1	"PHF12"
"KMT2C"	0.229937336553567	-0.0703868421897575	0.865	0.925	1	"KMT2C"
"CDH5"	0.229966192733923	-0.0733485639285788	0.173	0.247	1	"CDH5"
"PHF7"	0.229988521821209	-0.0843621454572191	0.442	0.523	1	"PHF7"
"IPO5"	0.230032003254685	0.161290232761214	0.577	0.539	1	"IPO5"
"NAGS"	0.230075623744954	0.0832580754586114	0.327	0.272	1	"NAGS"
"TMEM26"	0.230131793440896	-0.0369153938498052	0.096	0.17	1	"TMEM26"
"NAA38"	0.23013379260127	-0.119278825435837	0.558	0.624	1	"NAA38"
"MPND"	0.23017027810569	0.108997084940123	0.538	0.477	1	"MPND"
"TRIM6-TRIM34"	0.230179249937947	-0.130264484777491	0.462	0.561	1	"TRIM6-TRIM34"
"CNR1"	0.23024482604915	-0.0721982915127323	0.135	0.209	1	"CNR1"
"ACP7"	0.230283980202033	0.0875004815770482	0.192	0.139	1	"ACP7"
"ARID3B"	0.23028764662305	0.110299629126594	0.635	0.605	1	"ARID3B"
"CSH2"	0.230512274489105	-0.057956374392929	0.058	0.109	1	"CSH2"
"SLC22A8"	0.23051512078881	0.0944766466660534	0.154	0.106	1	"SLC22A8"
"B3GLCT"	0.230560537447944	0.0705731342948305	0.615	0.563	1	"B3GLCT"
"DCBLD2"	0.230615225144285	0.084413657375294	0.788	0.753	1	"DCBLD2"
"CEP192"	0.230663926972416	0.0895884844574355	0.827	0.761	1	"CEP192"
"RAB5B"	0.230740580277351	0.111130726114746	0.75	0.757	1	"RAB5B"
"MLLT3"	0.230757988131107	0.110415229137809	0.942	0.922	1	"MLLT3"
"SLC17A2"	0.230877799209504	-0.0792739951221427	0.096	0.155	1	"SLC17A2"
"SYTL4"	0.230936775394606	-0.0381729392888341	0.269	0.378	1	"SYTL4"
"DACT3"	0.231008732501392	-0.117080251791743	0.404	0.482	1	"DACT3"
"ST6GAL1"	0.231082445292687	-0.162235979955445	0.865	0.9	1	"ST6GAL1"
"GPRIN3"	0.23109743777455	-0.0987410816923814	0.654	0.708	1	"GPRIN3"
"CMPK2"	0.23109886834715	-0.0170780720246919	0.365	0.499	1	"CMPK2"
"BNIP2"	0.231145154654129	-0.0942621940985985	0.577	0.647	1	"BNIP2"
"SLF1"	0.231230634946554	-0.110197318470788	0.558	0.698	1	"SLF1"
"DIXDC1"	0.231251626717987	-0.0948238292388566	0.769	0.79	1	"DIXDC1"
"TMEM70"	0.231364024747359	0.114292153528729	0.75	0.753	1	"TMEM70"
"AOC1"	0.231382169192002	-0.0950374275695428	0.135	0.201	1	"AOC1"
"CENPN"	0.231423695448781	-0.147046914608977	0.538	0.651	1	"CENPN"
"HIST1H4A"	0.231446537601201	-0.0970509806476219	0.365	0.461	1	"HIST1H4A"
"ZNF595"	0.231516302888019	0.0604500194920893	0.154	0.106	1	"ZNF595"
"H3F3A"	0.231519342340932	-0.0984079575217999	0.481	0.577	1	"H3F3A"
"PFKP"	0.231637541621922	0.139034075065016	0.673	0.657	1	"PFKP"
"XXbac-BPG246D15.9"	0.231667930397273	-0.0393525425438689	0.288	0.4	1	"XXbac-BPG246D15.9"
"ABCB1"	0.231777588464982	0.118043083863863	0.769	0.748	1	"ABCB1"
"CREBZF"	0.231778784500773	0.142544349450434	0.635	0.586	1	"CREBZF"
"CCNJL"	0.231916091914401	0.0483673597633849	0.827	0.785	1	"CCNJL"
"SLC10A5"	0.23204733305439	-0.0446458975068473	0.058	0.113	1	"SLC10A5"
"ELP3"	0.232243920177636	-0.131893721255648	0.558	0.686	1	"ELP3"
"ZNF775"	0.232396167222431	0.110963601730971	0.769	0.773	1	"ZNF775"
"ANKRD27"	0.232483337311153	-0.125535648817209	0.577	0.625	1	"ANKRD27"
"TRMT1L"	0.23249888442832	-0.0945342248916886	0.635	0.744	1	"TRMT1L"
"IFT172"	0.232639991340107	0.0661802329675005	0.577	0.513	1	"IFT172"
"TRAPPC3L"	0.232641192653769	-0.0434674017780293	0.288	0.369	1	"TRAPPC3L"
"IL10RA"	0.232662699209214	-0.0683951327765537	0.231	0.311	1	"IL10RA"
"CTU2"	0.23270238554935	-0.0813009761764188	0.135	0.202	1	"CTU2"
"NTRK3"	0.232776929487491	0.129136951768338	0.769	0.717	1	"NTRK3"
"TLR5"	0.232817712291841	-0.118618976057571	0.385	0.478	1	"TLR5"
"ZC3HC1"	0.232931240478923	0.101827403705615	0.5	0.469	1	"ZC3HC1"
"ZNF296"	0.233000745153561	-0.0453871390036476	0.154	0.23	1	"ZNF296"
"ERICH6"	0.233013853035607	-0.111185239774314	0.442	0.507	1	"ERICH6"
"CHMP7"	0.23308346699413	0.0876613390313462	0.615	0.536	1	"CHMP7"
"SDCCAG3"	0.233092400856112	0.0549023234524285	0.212	0.155	1	"SDCCAG3"
"TMEM179"	0.233163498780733	0.0212900914171457	0.481	0.41	1	"TMEM179"
"CTD-2278I10.6"	0.233264355742331	0.105397962065966	0.558	0.531	1	"CTD-2278I10.6"
"TMEM234"	0.233284965154537	0.110303886372379	0.327	0.273	1	"TMEM234"
"ALG12"	0.233345101769081	-0.0338982388997841	0.231	0.34	1	"ALG12"
"HERC6"	0.233380040140937	-0.112962406562756	0.385	0.473	1	"HERC6"
"MKLN1"	0.233445672388337	-0.136160209652789	0.865	0.933	1	"MKLN1"
"ZNF34"	0.233468086217483	-0.0475369035505036	0.192	0.286	1	"ZNF34"
"FAM179B"	0.233512221589642	-0.128901945989796	0.769	0.819	1	"FAM179B"
"SLC12A7"	0.233539920073148	-0.0793893159500036	0.635	0.714	1	"SLC12A7"
"CYB561D2"	0.233546717684249	-0.10216566217106	0.308	0.401	1	"CYB561D2"
"PXDC1"	0.23362857041376	0.118433688803439	0.462	0.426	1	"PXDC1"
"RP11-5A19.5"	0.233684223963397	-0.0600050133190413	0.096	0.159	1	"RP11-5A19.5"
"IGLL1"	0.233696958688727	-0.0521558202094113	0.173	0.251	1	"IGLL1"
"DNAJC30"	0.233831398106101	-0.0481427934532861	0.231	0.317	1	"DNAJC30"
"MTMR7"	0.233837547787201	-0.118074906898309	0.346	0.44	1	"MTMR7"
"RBP7"	0.233896872384871	0.0901776694115192	0.154	0.109	1	"RBP7"
"RBM3"	0.233997704761714	-0.0648885734621136	0.269	0.361	1	"RBM3"
"LOXL3"	0.234014285962486	0.12196889314812	0.558	0.501	1	"LOXL3"
"HSCB"	0.234117886871221	-0.042684717442628	0.385	0.501	1	"HSCB"
"ZNF780B"	0.234124288549835	-0.00115976459640088	0.077	0.142	1	"ZNF780B"
"SAMD4A"	0.23413971911843	-0.181523339012694	0.827	0.872	1	"SAMD4A"
"XKR8"	0.23416676606802	0.0577672680655721	0.269	0.202	1	"XKR8"
"C11orf1"	0.234226833037109	0.0870421184266146	0.558	0.511	1	"C11orf1"
"C11orf65"	0.234252762186945	-0.0795391078770605	0.519	0.658	1	"C11orf65"
"C11orf63"	0.234401567237724	-0.00927932053709862	0.308	0.426	1	"C11orf63"
"RAC2"	0.234422818721242	0.109497220954795	0.577	0.515	1	"RAC2"
"KCNK12"	0.234447858779156	-0.066974995188598	0.365	0.475	1	"KCNK12"
"B3GNT8"	0.234453376485925	-0.0486613493319328	0.077	0.137	1	"B3GNT8"
"DBF4"	0.234459177681819	-0.0491479586978301	0.5	0.604	1	"DBF4"
"ZNF221"	0.234468933993337	-0.0585910487392105	0.077	0.137	1	"ZNF221"
"CHMP2B"	0.234672224134824	0.114954304744974	0.462	0.413	1	"CHMP2B"
"TRMT13"	0.234698367465022	-0.0944204412330371	0.404	0.487	1	"TRMT13"
"XXYLT1"	0.234804258139699	0.111193844157149	0.942	0.969	1	"XXYLT1"
"MXD1"	0.234898119586195	0.0940399504689284	0.769	0.774	1	"MXD1"
"NPBWR1"	0.235045740895356	0.15393371873332	0.25	0.201	1	"NPBWR1"
"TPR"	0.235336911295083	0.0754323178322562	0.827	0.749	1	"TPR"
"FH"	0.235438013568777	0.0783014524686705	0.558	0.506	1	"FH"
"PFN1"	0.235440968552682	-0.0890513759070302	0.25	0.319	1	"PFN1"
"RP11-637O19.3"	0.235451948004687	0.109491173516675	0.865	0.859	1	"RP11-637O19.3"
"CNTNAP3"	0.235581650633379	-0.0308989466464179	0.058	0.113	1	"CNTNAP3"
"IL34"	0.235581821643067	-0.0705166235625411	0.308	0.422	1	"IL34"
"LRFN5"	0.235677365101301	-0.12447062991023	0.404	0.493	1	"LRFN5"
"CALR3"	0.235838955921511	-0.0899663405123149	0.288	0.372	1	"CALR3"
"DAB2"	0.235858039164845	0.0954217553609269	0.731	0.676	1	"DAB2"
"SECTM1"	0.235879238329802	0.622762696240156	0.288	0.241	1	"SECTM1"
"GLYATL1"	0.235902894021467	-0.0830035763838874	0.538	0.659	1	"GLYATL1"
"MOB1B"	0.235961070621566	0.0986186549193357	0.923	0.923	1	"MOB1B"
"CEP76"	0.236017704336614	-0.0779584665302656	0.385	0.485	1	"CEP76"
"ANGEL1"	0.236059290891501	-0.0933024562484719	0.25	0.327	1	"ANGEL1"
"LTBP1"	0.236059446981281	0.13668600258477	0.865	0.897	1	"LTBP1"
"LEPR"	0.236162776181846	-0.139493469226603	0.788	0.835	1	"LEPR"
"RAB35"	0.236305585369779	-0.0802098224674075	0.385	0.493	1	"RAB35"
"C2CD4D"	0.236501881523833	-0.0743343302564841	0.077	0.13	1	"C2CD4D"
"RFC4"	0.236547036643922	-0.0508274295357227	0.308	0.393	1	"RFC4"
"KLKB1"	0.236569196081003	0.0803177690634857	0.173	0.127	1	"KLKB1"
"PGM3"	0.236611422605754	-0.123678475903048	0.308	0.39	1	"PGM3"
"DOK2"	0.236632498904477	-0.0564321125913852	0.288	0.386	1	"DOK2"
"UCN3"	0.236640441083537	-0.0462489464361127	0.058	0.11	1	"UCN3"
"TMEM167B"	0.236700544798567	-0.107156510177871	0.385	0.46	1	"TMEM167B"
"NAPB"	0.236750173858247	-0.0918351726542055	0.5	0.56	1	"NAPB"
"SLC47A2"	0.236818607198692	-0.0809838632621968	0.077	0.136	1	"SLC47A2"
"BEST4"	0.236836812663939	-0.0611986450098978	0.154	0.232	1	"BEST4"
"IMPA2"	0.236865148349254	0.0909892837978352	0.75	0.688	1	"IMPA2"
"CCDC51"	0.23688437278856	0.110106521333081	0.481	0.421	1	"CCDC51"
"ACY3"	0.23696540461454	-0.0531221122562489	0.231	0.326	1	"ACY3"
"ITGB5"	0.237398575153022	0.101390577539977	0.769	0.801	1	"ITGB5"
"LAG3"	0.237427016310563	-0.0282012086611268	0.058	0.113	1	"LAG3"
"DDX24"	0.237482957137111	-0.110972041431644	0.423	0.493	1	"DDX24"
"HGSNAT"	0.237513582363148	-0.0760042341716644	0.442	0.55	1	"HGSNAT"
"DNAJB14"	0.237535709888156	0.0969405666296476	0.5	0.437	1	"DNAJB14"
"ENGASE"	0.23770477307545	-0.0534632339097958	0.231	0.311	1	"ENGASE"
"CRISP2"	0.237728595247095	-0.0466663906213476	0.058	0.11	1	"CRISP2"
"CD46"	0.237812659210156	-0.0864746641114531	0.423	0.533	1	"CD46"
"TRIM59"	0.237819391993694	-0.106054201258443	0.596	0.662	1	"TRIM59"
"RAB19"	0.237838393637411	-0.038121329395008	0.135	0.209	1	"RAB19"
"SCD"	0.237911676201883	-0.069384539988345	0.25	0.344	1	"SCD"
"ZNF708"	0.238046017921733	-0.0791131542235619	0.288	0.368	1	"ZNF708"
"CASQ1"	0.23812411549104	0.106338283786939	0.173	0.129	1	"CASQ1"
"ALPP"	0.238141954352516	0.0238605620768692	0.135	0.086	1	"ALPP"
"MROH9"	0.238165853064689	0.0178549493267832	0.346	0.264	1	"MROH9"
"MLX"	0.238181748436841	-0.0507954172098877	0.115	0.186	1	"MLX"
"PTPN23"	0.238212368678359	-0.109261257452247	0.481	0.543	1	"PTPN23"
"MAMLD1"	0.238268780231085	0.137243016656247	0.654	0.615	1	"MAMLD1"
"SLAIN2"	0.238323100123904	0.11388778918951	0.808	0.805	1	"SLAIN2"
"STT3B"	0.238327623893242	-0.1175147771964	0.923	0.926	1	"STT3B"
"HYDIN"	0.238342343582688	-0.0859607348547233	0.231	0.319	1	"HYDIN"
"MX2"	0.238417124561443	-0.137877937993328	0.5	0.598	1	"MX2"
"SMC2"	0.238427125835285	0.0491572984108402	0.731	0.623	1	"SMC2"
"RP13-672B3.2"	0.238474855628363	-0.0891013732175688	0.385	0.485	1	"RP13-672B3.2"
"CIART"	0.238509155163785	-0.0633484262981856	0.115	0.18	1	"CIART"
"AC006449.2"	0.238528708475583	0.0525547095646449	0.154	0.106	1	"AC006449.2"
"CNPPD1"	0.238583400886577	-0.0596714306544995	0.346	0.461	1	"CNPPD1"
"MAP2K5"	0.238618974370228	-0.130368411578803	0.654	0.753	1	"MAP2K5"
"ZNF98"	0.23873899164375	-0.00410329022738681	0.154	0.231	1	"ZNF98"
"MCOLN2"	0.23881354148817	-0.127560337432717	0.558	0.627	1	"MCOLN2"
"PTHLH"	0.23884545892983	-0.0685641993494473	0.154	0.227	1	"PTHLH"
"ARPC1B"	0.238863150746973	-0.126420005852317	0.558	0.665	1	"ARPC1B"
"MACF1"	0.238977952465143	0.0687251273322285	0.962	0.946	1	"MACF1"
"RNF144A"	0.239023349136476	0.110360497019103	0.885	0.875	1	"RNF144A"
"ANKRD63"	0.239024721093822	0.113800621294447	0.192	0.144	1	"ANKRD63"
"SAMD7"	0.239076748490123	0.202731431593344	0.269	0.224	1	"SAMD7"
"MRPL18"	0.239101198159249	0.105648105511116	0.75	0.691	1	"MRPL18"
"TARS"	0.239115534681025	0.110398350995809	0.654	0.643	1	"TARS"
"NEUROD1"	0.239168835144049	-0.0528833609973628	0.135	0.2	1	"NEUROD1"
"ZNF57"	0.23921551815866	-0.0407368350474089	0.173	0.251	1	"ZNF57"
"GREM1"	0.239222377794575	0.276866474141067	0.25	0.19	1	"GREM1"
"PSPC1"	0.239223790051931	-0.0990666645064883	0.615	0.716	1	"PSPC1"
"PCDH17"	0.239231782225297	0.114029858137692	0.423	0.354	1	"PCDH17"
"RP2"	0.239340744313292	-0.0799952301404695	0.346	0.465	1	"RP2"
"TIFAB"	0.239402989574778	0.108635434020985	0.327	0.274	1	"TIFAB"
"BMP5"	0.239463193132253	-0.0835784680929793	0.173	0.239	1	"BMP5"
"TERF1"	0.239476797477106	-0.0735878792438449	0.404	0.494	1	"TERF1"
"ZNF438"	0.239484407469788	0.036677744422104	0.827	0.823	1	"ZNF438"
"KIF5C"	0.23965885796054	0.105483036399914	0.75	0.776	1	"KIF5C"
"SF3B6"	0.239671685053814	-0.0757174774339794	0.558	0.646	1	"SF3B6"
"ZNF777"	0.239725739094114	-0.0541766425450227	0.25	0.338	1	"ZNF777"
"RP11-159D12.5"	0.23973792728593	-0.0793104156525382	0.346	0.422	1	"RP11-159D12.5"
"SLC2A14"	0.239857252228429	-0.0964861384533006	0.519	0.61	1	"SLC2A14"
"TACO1"	0.239923565184803	-0.0412634502975296	0.096	0.161	1	"TACO1"
"PRRG4"	0.239961743519901	-0.058827883764813	0.288	0.354	1	"PRRG4"
"ZNF467"	0.239983535252793	-0.0855724436252527	0.192	0.26	1	"ZNF467"
"ZFP28"	0.239997211341576	-0.0746496565330159	0.154	0.222	1	"ZFP28"
"SIVA1"	0.240011286017413	-0.0985617808543249	0.596	0.652	1	"SIVA1"
"KISS1"	0.240059433859942	0.119311600136755	0.25	0.192	1	"KISS1"
"PSME2"	0.240075605583822	-0.107790047448269	0.519	0.6	1	"PSME2"
"APEX2"	0.240080437462682	-0.0355328788720462	0.25	0.335	1	"APEX2"
"WDTC1"	0.240154167695826	0.0822580742426662	0.596	0.555	1	"WDTC1"
"FANCL"	0.240205596102796	-0.133621423262732	0.423	0.495	1	"FANCL"
"COQ4"	0.240306389047264	0.175264627631282	0.404	0.343	1	"COQ4"
"STAT5B"	0.240417234457579	0.140298070875148	0.692	0.642	1	"STAT5B"
"INSM2"	0.24048187390988	-0.0218456722055526	0.154	0.237	1	"INSM2"
"ARMC12"	0.240562968650898	-0.0430000079537764	0.115	0.18	1	"ARMC12"
"CCDC25"	0.240581310500136	0.146192235879253	0.615	0.606	1	"CCDC25"
"MET"	0.24065644660139	-0.122594185524481	0.538	0.631	1	"MET"
"EMX2"	0.240801873946315	-0.0928521491918815	0.173	0.246	1	"EMX2"
