"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"gene"
"CSPG5"	0.529248471188836	-0.0470931748578548	0.173	0.208	1	"CSPG5"
"GNAT1"	0.529301486238196	0.000991154214927181	0.154	0.192	1	"GNAT1"
"DYNLT1"	0.529344336604276	-0.0389922208226168	0.288	0.36	1	"DYNLT1"
"GABRD"	0.529371179703479	-0.0160126260036642	0.096	0.128	1	"GABRD"
"PRR7"	0.529486035057531	0.0500022712754913	0.519	0.502	1	"PRR7"
"GNG2"	0.529569846576965	-0.086396193954793	0.885	0.898	1	"GNG2"
"DNAJB12"	0.529714921157083	-0.0234305100317451	0.538	0.634	1	"DNAJB12"
"MAFG"	0.529749167873684	-0.0422750653019704	0.308	0.359	1	"MAFG"
"SNX11"	0.529861579449706	0.0921502284698514	0.5	0.48	1	"SNX11"
"AP5Z1"	0.529912221802776	-0.0929920323966622	0.538	0.594	1	"AP5Z1"
"CEACAM7"	0.530142891363466	0.058577033906566	0.173	0.228	1	"CEACAM7"
"UBC"	0.530184490394754	0.0564811213850942	0.635	0.703	1	"UBC"
"TBC1D23"	0.530270182820763	-0.0209093276925323	0.731	0.803	1	"TBC1D23"
"AXIN1"	0.530422962646817	-0.063850503558864	0.558	0.575	1	"AXIN1"
"BBS5"	0.530430271615502	-0.00149387658356903	0.269	0.311	1	"BBS5"
"ODF3B"	0.530521476749979	0.0252619411642497	0.173	0.147	1	"ODF3B"
"KCNJ1"	0.530546518928509	-0.0260765700043459	0.365	0.436	1	"KCNJ1"
"TLN1"	0.530548930494945	0.0676409675480582	0.673	0.729	1	"TLN1"
"PKIA"	0.530593303112104	-0.0633956734190061	0.519	0.547	1	"PKIA"
"ENTPD7"	0.530665788839664	0.197321347389679	0.596	0.599	1	"ENTPD7"
"DCLK2"	0.530716178850686	0.137730618347952	0.596	0.686	1	"DCLK2"
"CDCA8"	0.530843141587862	-0.0606333383922733	0.538	0.574	1	"CDCA8"
"STAB1"	0.530910306205425	-0.0119846410220228	0.404	0.466	1	"STAB1"
"ACP6"	0.530939228080878	-0.040352011498674	0.327	0.386	1	"ACP6"
"OTOP2"	0.530988837245075	0.0840789976277793	0.173	0.149	1	"OTOP2"
"DSCR4"	0.531048685483546	-0.00276086314166551	0.327	0.292	1	"DSCR4"
"KLHL41"	0.53107680272637	0.0153554834744231	0.115	0.091	1	"KLHL41"
"CARF"	0.531247863544719	-0.0598888322976864	0.558	0.619	1	"CARF"
"PRELID1"	0.531358229913165	0.0720445919400869	0.269	0.247	1	"PRELID1"
"ZNF320"	0.531446828474629	0.0607521320628015	0.288	0.257	1	"ZNF320"
"MUS81"	0.531544746688525	-0.0104380992983762	0.519	0.627	1	"MUS81"
"LYZL1"	0.531775425253904	-0.0370781053527125	0.135	0.169	1	"LYZL1"
"RAB3B"	0.531839237252758	0.0675790480641143	0.385	0.373	1	"RAB3B"
"TMEM110"	0.531943336084386	0.0135282715439468	0.577	0.612	1	"TMEM110"
"KLHL42"	0.531957547961778	0.0170622228892063	0.346	0.307	1	"KLHL42"
"KLHL36"	0.532106903887411	0.0360327819137653	0.212	0.183	1	"KLHL36"
"PSMC1"	0.532160287861519	-0.0832289496110164	0.308	0.347	1	"PSMC1"
"PLB1"	0.532179394225964	0.0381194486774548	0.827	0.808	1	"PLB1"
"HOXA10-HOXA9"	0.532207763117397	-0.0780485370216709	0.673	0.692	1	"HOXA10-HOXA9"
"ZNF117"	0.532215808390201	0.119256462495664	0.577	0.59	1	"ZNF117"
"MRPL17"	0.532272630861246	0.0316520124402714	0.481	0.426	1	"MRPL17"
"HCFC2"	0.532362558542338	0.0405252562032825	0.385	0.367	1	"HCFC2"
"GPR63"	0.53249271067879	0.0221828072035166	0.308	0.275	1	"GPR63"
"GPR173"	0.532514048981129	-0.0469309752285375	0.25	0.289	1	"GPR173"
"TRMT61B"	0.532584183354084	0.0759751478361598	0.462	0.439	1	"TRMT61B"
"IER5"	0.532804112024059	0.0569286400990054	0.673	0.635	1	"IER5"
"EIF1AX"	0.533104750942289	0.12230687619559	0.423	0.434	1	"EIF1AX"
"SORBS1"	0.533126888083592	0.0427822685583503	0.885	0.86	1	"SORBS1"
"AK5"	0.533148866087875	0.0403733940961706	0.904	0.85	1	"AK5"
"EHD4"	0.533210060380346	-0.0582019302532047	0.615	0.642	1	"EHD4"
"SLC25A28"	0.533236810975033	-0.0154351673354696	0.615	0.744	1	"SLC25A28"
"UGT1A10"	0.533276441147111	0.03015870902744	0.404	0.368	1	"UGT1A10"
"PHF20L1"	0.533424756403256	0.0295289088616686	0.481	0.581	1	"PHF20L1"
"SATB2"	0.533456456054346	0.0780572479824482	0.673	0.696	1	"SATB2"
"CXCR3"	0.533614896973544	0.0301885548260256	0.135	0.108	1	"CXCR3"
"DMAP1"	0.533645552629164	0.0564901018031623	0.25	0.223	1	"DMAP1"
"AVPI1"	0.533653161177549	-0.0559288095072263	0.462	0.508	1	"AVPI1"
"TAF1D"	0.533739603168154	-0.102822200769493	0.769	0.791	1	"TAF1D"
"VSIG8"	0.533944996802249	0.0219481257237848	0.192	0.162	1	"VSIG8"
"PALM2"	0.533945451680485	-0.109569897405177	0.673	0.715	1	"PALM2"
"STK33"	0.534016007161375	0.063495666155834	0.423	0.483	1	"STK33"
"GYPA"	0.534099436451486	-0.0425040553585135	0.173	0.209	1	"GYPA"
"ACP1"	0.53412408231915	-0.0775635843251202	0.327	0.379	1	"ACP1"
"KCNIP2"	0.534187843468816	0.0607788668240066	0.615	0.593	1	"KCNIP2"
"MIS18A"	0.534232856702211	-0.0378396022041382	0.25	0.295	1	"MIS18A"
"CILP"	0.534305589443973	-0.0265787174917026	0.077	0.106	1	"CILP"
"BLOC1S5"	0.534431366191724	0.00621287687408545	0.462	0.53	1	"BLOC1S5"
"IRGM"	0.534710392912251	0.103625138168512	0.327	0.324	1	"IRGM"
"PTX3"	0.534801037021548	0.0656272750303594	0.327	0.303	1	"PTX3"
"CKAP2"	0.535066626164381	0.152967163383506	0.654	0.643	1	"CKAP2"
"KHK"	0.535146349158547	-0.0668511316899625	0.404	0.454	1	"KHK"
"SRGN"	0.535172305455863	-0.0200189967632972	0.538	0.566	1	"SRGN"
"ZNF883"	0.535199525829726	-0.0487379378550064	0.096	0.122	1	"ZNF883"
"CYP4Z1"	0.535207451536569	0.00972250070735185	0.115	0.091	1	"CYP4Z1"
"OGDHL"	0.535237325546569	-0.0458475536555018	0.173	0.212	1	"OGDHL"
"HADHA"	0.535280171535576	0.0296663239773171	0.538	0.51	1	"HADHA"
"C14orf37"	0.535285881695254	-0.0804472548878712	0.962	0.974	1	"C14orf37"
"SLC22A17"	0.535320909034524	-0.0620102392111624	0.115	0.141	1	"SLC22A17"
"ATP8B4"	0.535337437472353	0.0980726442180377	0.942	0.907	1	"ATP8B4"
"CTSA"	0.535369502371303	-0.00599324784460714	0.192	0.242	1	"CTSA"
"DHPS"	0.535412530738567	0.0385781599694713	0.288	0.261	1	"DHPS"
"HIST1H4C"	0.535436950868979	0.0161785689145397	0.327	0.395	1	"HIST1H4C"
"EIF4E1B"	0.535643939486748	-0.0181410599722159	0.135	0.172	1	"EIF4E1B"
"KLF11"	0.535703181071075	0.0493355501263375	0.308	0.389	1	"KLF11"
"BRCA2"	0.535788405408897	-0.0887699342147785	0.654	0.704	1	"BRCA2"
"FAM134B"	0.535812195505202	-0.0872383714527494	0.558	0.598	1	"FAM134B"
"LRRC75A"	0.535833326623247	0.0699291423400061	0.404	0.387	1	"LRRC75A"
"KCNJ4"	0.535863308870576	0.0635188423032996	0.231	0.202	1	"KCNJ4"
"SP8"	0.535928080289412	0.046917478952657	0.192	0.242	1	"SP8"
"SYT12"	0.535929654520394	0.0628826299148298	0.308	0.286	1	"SYT12"
"SLC6A5"	0.535946545878514	0.00725275895412453	0.308	0.377	1	"SLC6A5"
"SLC5A5"	0.535973319517041	0.0966961245524264	0.154	0.201	1	"SLC5A5"
"PPP5D1"	0.536023912941178	0.0345580484592487	0.654	0.648	1	"PPP5D1"
"HIST1H2BN"	0.536092725582471	-0.0176198231807597	0.596	0.692	1	"HIST1H2BN"
"GNG4"	0.536232927750081	-0.115901234849465	0.692	0.665	1	"GNG4"
"IFT88"	0.536283349834828	0.0515981927306622	0.577	0.58	1	"IFT88"
"ACOX1"	0.536326532085254	0.0109297680896641	0.423	0.451	1	"ACOX1"
"CTC-360G5.8"	0.536351430393107	0.0514549573689107	0.538	0.516	1	"CTC-360G5.8"
"MACC1"	0.536522385457865	0.0611777704727763	0.846	0.75	1	"MACC1"
"TRAF4"	0.536586101465572	-0.00122843446290011	0.385	0.333	1	"TRAF4"
"LIAS"	0.536603718807646	0.0394450478316999	0.673	0.642	1	"LIAS"
"TOR4A"	0.536742485963595	0.041242265839889	0.212	0.181	1	"TOR4A"
"MCFD2"	0.536784406114082	0.0801659767049243	0.692	0.687	1	"MCFD2"
"OAS3"	0.536834844879391	0.0541355055144667	0.365	0.338	1	"OAS3"
"UBA5"	0.537079012571051	-0.0176786662693119	0.442	0.506	1	"UBA5"
"SERPINF1"	0.537133743886506	0.0242999197197597	0.327	0.296	1	"SERPINF1"
"NOL11"	0.537257544272474	-0.0229222124476058	0.404	0.476	1	"NOL11"
"DCLK1"	0.53733328982165	0.00356192006859823	0.558	0.615	1	"DCLK1"
"TNFSF15"	0.537344440568905	0.0564779800304525	0.173	0.151	1	"TNFSF15"
"SOD1"	0.537386796251805	-0.0689097304581023	0.365	0.421	1	"SOD1"
"KIFC1"	0.53738705820121	0.054052119135527	0.615	0.577	1	"KIFC1"
"TFDP2"	0.537427723390242	-0.0475723310716814	0.923	0.906	1	"TFDP2"
"ADAM11"	0.537579442944452	-0.00225965893343516	0.538	0.495	1	"ADAM11"
"IL1RN"	0.537782685231547	0.144668852425157	0.385	0.386	1	"IL1RN"
"HKDC1"	0.537782946310868	0.0405980000338776	0.462	0.44	1	"HKDC1"
"DUSP26"	0.537840543651931	0.0140852848617981	0.154	0.19	1	"DUSP26"
"USP8"	0.537865522283637	-0.0775925098644031	0.481	0.527	1	"USP8"
"SMAD1"	0.537958319603777	-0.0632722505975321	0.712	0.782	1	"SMAD1"
"SLC35E2"	0.537982831452242	0.0318235880890921	0.173	0.145	1	"SLC35E2"
"KIAA1143"	0.538002027909918	-0.0439347641097413	0.25	0.289	1	"KIAA1143"
"SMOC2"	0.53803486415055	-0.106193762559881	0.365	0.395	1	"SMOC2"
"TLN2"	0.53804584148474	0.0089250184506533	0.577	0.668	1	"TLN2"
"DTD2"	0.538109370877563	-0.0462175589870272	0.327	0.359	1	"DTD2"
"POLI"	0.538115188408186	0.00289611104986032	0.442	0.52	1	"POLI"
"PLEKHB1"	0.538141098719748	0.176697876384744	0.231	0.292	1	"PLEKHB1"
"SIRT3"	0.538253236223243	-0.0909792754162363	0.385	0.4	1	"SIRT3"
"CPLX4"	0.538280723122977	0.0502537728243524	0.308	0.284	1	"CPLX4"
"RPH3AL"	0.538389141711253	0.0159603311401582	0.712	0.635	1	"RPH3AL"
"RPS13"	0.538408272234051	-0.0830413155512479	0.481	0.498	1	"RPS13"
"PRDX4"	0.538423744526141	-0.0244299439467818	0.173	0.219	1	"PRDX4"
"SHE"	0.538424495430101	0.159942394161427	0.346	0.345	1	"SHE"
"MYCBP"	0.538554104244544	0.0484812122001157	0.308	0.283	1	"MYCBP"
"NUCKS1"	0.538585015661796	0.0967455121751934	0.712	0.72	1	"NUCKS1"
"SH3TC1"	0.538630898138257	0.0200079383762441	0.808	0.8	1	"SH3TC1"
"POLE"	0.538675377783508	-0.0698327300452841	0.635	0.664	1	"POLE"
"F12"	0.538766391644872	0.0945876837701831	0.365	0.352	1	"F12"
"PHEX"	0.53877476670576	0.0101364364521189	0.327	0.374	1	"PHEX"
"POLR2C"	0.538807778511821	-0.0496875142505825	0.212	0.255	1	"POLR2C"
"CLIC1"	0.539030824761192	0.0255665665579602	0.654	0.647	1	"CLIC1"
"KCNK15"	0.539053020413947	0.0569183236132939	0.173	0.151	1	"KCNK15"
"PPP1R8"	0.539084729196143	0.0460099643356675	0.308	0.272	1	"PPP1R8"
"HIP1"	0.539176178276203	0.0332917134122099	0.904	0.921	1	"HIP1"
"CLK4"	0.539300431268005	-0.0437969319166923	0.346	0.387	1	"CLK4"
"LMBRD2"	0.539345776794372	0.0914215110237724	0.615	0.615	1	"LMBRD2"
"MCM10"	0.539384680015465	-0.0707429129489686	0.404	0.456	1	"MCM10"
"TXLNB"	0.53947586614844	-0.0716057511830737	0.5	0.523	1	"TXLNB"
"PARD6G"	0.539555108051109	0.123584299225941	0.462	0.456	1	"PARD6G"
"SCAMP2"	0.539613976764059	-0.105075712922276	0.635	0.684	1	"SCAMP2"
"TUBA4B"	0.539673367361304	-0.0488845275362476	0.404	0.456	1	"TUBA4B"
"TMEM253"	0.539783993192425	-0.0657044384046792	0.308	0.343	1	"TMEM253"
"ABHD6"	0.539848470873462	-0.0221431255838158	0.462	0.518	1	"ABHD6"
"GTDC1"	0.539872613259735	-0.0467320503204429	0.865	0.906	1	"GTDC1"
"PPIA"	0.539887335508616	0.0767615703624929	0.635	0.633	1	"PPIA"
"AQP1"	0.539907101824483	0.168448255067651	0.231	0.201	1	"AQP1"
"LYRM9"	0.539911570958714	0.0396931561136542	0.269	0.242	1	"LYRM9"
"BTN2A2"	0.539963032010482	0.0520453666100372	0.308	0.289	1	"BTN2A2"
"S100A11"	0.540043220791575	0.107393974867147	0.635	0.639	1	"S100A11"
"ZNF200"	0.540089847312589	0.0168046041620814	0.288	0.254	1	"ZNF200"
"SASH1"	0.54024972172506	0.0749604954787693	0.731	0.738	1	"SASH1"
"CACFD1"	0.540261859451595	-0.00748096513762958	0.231	0.289	1	"CACFD1"
"NUDT14"	0.540296140013897	0.121152499140995	0.269	0.254	1	"NUDT14"
"CFAP61"	0.540764666220027	0.062972478189828	0.865	0.84	1	"CFAP61"
"ZSCAN25"	0.540835712871917	0.0361776204182353	0.308	0.274	1	"ZSCAN25"
"ZAP70"	0.540866723681681	-0.0917556291923409	0.231	0.256	1	"ZAP70"
"RP11-286N22.8"	0.541035499807434	0.00237649899823589	0.519	0.565	1	"RP11-286N22.8"
"CTD-2561J22.3"	0.541100834178888	-0.0321682396500933	0.462	0.533	1	"CTD-2561J22.3"
"HIST1H2AI"	0.541141432169408	0.0511616521191868	0.423	0.422	1	"HIST1H2AI"
"FAM3A"	0.541178496783292	-0.0382957393050647	0.25	0.292	1	"FAM3A"
"CEP295"	0.54118236790537	0.0812006518681777	0.635	0.633	1	"CEP295"
"POLR2D"	0.54118880790313	-0.0663633558780359	0.365	0.411	1	"POLR2D"
"SNX30"	0.541243746930775	-0.0362210001388528	0.654	0.73	1	"SNX30"
"SLC39A7"	0.541309998368803	-0.032028195273441	0.269	0.328	1	"SLC39A7"
"AHNAK2"	0.54134078764283	0.0671664151255371	0.327	0.307	1	"AHNAK2"
"GDAP2"	0.541380749106171	-0.0339245582937455	0.442	0.54	1	"GDAP2"
"CKLF-CMTM1"	0.541393671956034	0.0610105560335497	0.615	0.584	1	"CKLF-CMTM1"
"SLC51B"	0.541423542845786	-0.0410510070477294	0.135	0.169	1	"SLC51B"
"SUDS3"	0.541442252968858	-0.0264604315503075	0.404	0.468	1	"SUDS3"
"DCAF6"	0.541588848952944	-0.0303845936635549	0.692	0.779	1	"DCAF6"
"USP46"	0.541618650592749	0.00435347730497881	0.519	0.493	1	"USP46"
"PKNOX1"	0.541624131617849	0.0633365913873054	0.654	0.627	1	"PKNOX1"
"ZFAND3"	0.541624622244406	-0.0464429925592438	0.885	0.893	1	"ZFAND3"
"CPT1A"	0.541665634397876	0.0669225889890193	0.769	0.77	1	"CPT1A"
"FGF1"	0.541668410302913	-0.0958946560490547	0.519	0.536	1	"FGF1"
"PNPLA3"	0.541697248094366	0.0581929241177984	0.404	0.375	1	"PNPLA3"
"GLRX5"	0.541948812316517	0.0170166479798269	0.692	0.64	1	"GLRX5"
"UBE2V2"	0.542092221245176	-0.0456576944444436	0.481	0.531	1	"UBE2V2"
"SYT14"	0.542237071697819	-0.0238599160273462	0.365	0.429	1	"SYT14"
"ANAPC15"	0.542246963704935	-0.0308409215381065	0.423	0.483	1	"ANAPC15"
"SLC28A2"	0.54226975107385	-0.0474484118064887	0.115	0.146	1	"SLC28A2"
"ZNF669"	0.542283796099115	0.038982562232114	0.346	0.318	1	"ZNF669"
"KANK1"	0.542305866443784	0.0874725066583533	0.923	0.934	1	"KANK1"
"MRPL30"	0.542311833025137	-0.0167477400860814	0.288	0.361	1	"MRPL30"
"SMTNL2"	0.542427012403934	0.0307014858813334	0.308	0.28	1	"SMTNL2"
"ZNF629"	0.542445208172105	-0.0198064857114746	0.115	0.15	1	"ZNF629"
"TRIQK"	0.54246089548891	0.0438106842798129	0.731	0.701	1	"TRIQK"
"RP11-697E2.6"	0.542485955262821	0.126547900123004	0.365	0.451	1	"RP11-697E2.6"
"SNRNP25"	0.542507748038982	0.0771367985481344	0.365	0.343	1	"SNRNP25"
"TMTC4"	0.54257730003739	-0.00289448643210088	0.712	0.687	1	"TMTC4"
"SLC6A4"	0.542594968409224	0.0528392591022198	0.25	0.22	1	"SLC6A4"
"C6orf62"	0.542806524661578	0.0616406859147334	0.731	0.733	1	"C6orf62"
"CLCN6"	0.542839070055238	-0.0599833728452086	0.5	0.571	1	"CLCN6"
"ARHGAP30"	0.542862983074619	-0.0280244543479147	0.423	0.479	1	"ARHGAP30"
"PRR14"	0.542903711467675	-0.0301202074862121	0.423	0.496	1	"PRR14"
"MS4A3"	0.543012334946523	-0.0562973626026343	0.154	0.184	1	"MS4A3"
"ARSG"	0.5430327301789	0.0955634087078945	0.673	0.733	1	"ARSG"
"TBL2"	0.543035146336525	0.0713073860544982	0.558	0.549	1	"TBL2"
"TUFT1"	0.543065614228481	-0.041101630820419	0.346	0.391	1	"TUFT1"
"ZNF385B"	0.543132184075284	-0.162402685041743	0.615	0.644	1	"ZNF385B"
"GTF3C5"	0.543138718740435	0.0958031073907591	0.519	0.515	1	"GTF3C5"
"NEK10"	0.543156680160965	0.0205733871845182	0.769	0.778	1	"NEK10"
"ZPLD1"	0.543293986106622	0.10332193827961	0.808	0.792	1	"ZPLD1"
"CHAT"	0.54334023485592	-0.0339262825852292	0.269	0.329	1	"CHAT"
"AGFG1"	0.543423397065895	-0.0440274614952815	0.577	0.638	1	"AGFG1"
"PUDP"	0.543450988651762	-0.0986867383221215	0.5	0.521	1	"PUDP"
"TDP1"	0.54345949680194	0.0246614085152956	0.75	0.74	1	"TDP1"
"RIC8B"	0.543465635836337	0.0916210039188077	0.5	0.482	1	"RIC8B"
"UBXN2A"	0.543495254745381	-0.0595150846640724	0.712	0.755	1	"UBXN2A"
"ZNF85"	0.543565724662009	0.03570379432198	0.212	0.271	1	"ZNF85"
"ZNF678"	0.543648259156525	-0.0202842837382596	0.404	0.477	1	"ZNF678"
"EPB41L5"	0.543725874273314	-0.0581523112745702	0.615	0.664	1	"EPB41L5"
"FAM178B"	0.543775364724916	-0.00618704475779763	0.692	0.714	1	"FAM178B"
"SLC12A6"	0.543854541277061	-0.076932612247981	0.731	0.776	1	"SLC12A6"
"C21orf91"	0.543856964802716	0.085303462892772	0.615	0.612	1	"C21orf91"
"MDS2"	0.54390247456194	0.0640069114847733	0.423	0.396	1	"MDS2"
"LFNG"	0.543920816132003	0.24786645186776	0.712	0.615	1	"LFNG"
"CYC1"	0.543945189784042	-0.024523472017372	0.212	0.255	1	"CYC1"
"DLGAP5"	0.543956905040545	0.0606143912219901	0.519	0.494	1	"DLGAP5"
"PAQR8"	0.543961396639641	0.0442919573185894	0.731	0.684	1	"PAQR8"
"TMF1"	0.544084227525124	-0.0387231118308738	0.5	0.594	1	"TMF1"
"PLEK"	0.54412524803982	-0.0388496442851273	0.577	0.665	1	"PLEK"
"SLC25A5"	0.544132676731142	0.0758452038495076	0.269	0.247	1	"SLC25A5"
"SCUBE3"	0.544154107775024	0.0362970935373116	0.269	0.24	1	"SCUBE3"
"MTSS1L"	0.544186793379592	0.0230102389229533	0.327	0.286	1	"MTSS1L"
"BTF3L4"	0.544232604466656	0.0147032633535034	0.558	0.597	1	"BTF3L4"
"NCAM1"	0.54427325610218	-0.0902860857497163	0.577	0.625	1	"NCAM1"
"NCLN"	0.544314321536218	-0.0952513484265802	0.462	0.468	1	"NCLN"
"UPF2"	0.544416998151423	-0.0559755064378002	0.769	0.777	1	"UPF2"
"CDK5R2"	0.544632257256944	0.174192884129564	0.212	0.198	1	"CDK5R2"
"ERAP2"	0.544681223880096	-0.0596169106629545	0.5	0.558	1	"ERAP2"
"ZNF22"	0.54475397145469	0.00118981124388978	0.288	0.352	1	"ZNF22"
"TMEM79"	0.544758955674369	-0.055910147043821	0.404	0.421	1	"TMEM79"
"PTPRN"	0.544790745409326	-0.0504222725531286	0.385	0.429	1	"PTPRN"
"TPP1"	0.544798368863394	-0.0840669978146216	0.442	0.499	1	"TPP1"
"C5AR1"	0.544853275868586	-0.0505518212146291	0.212	0.252	1	"C5AR1"
"MASP2"	0.545012241497632	0.0281979386645111	0.154	0.201	1	"MASP2"
"SOX12"	0.54517519440881	-0.0498923451127574	0.442	0.499	1	"SOX12"
"THEM4"	0.545328825696144	0.0412764808862685	0.404	0.372	1	"THEM4"
"ZNF713"	0.54538990497457	-0.0218593024303247	0.385	0.453	1	"ZNF713"
"POLR3H"	0.545449336689206	0.015586672942247	0.365	0.333	1	"POLR3H"
"L2HGDH"	0.545586071183795	-0.0516030290992006	0.577	0.653	1	"L2HGDH"
"SDS"	0.545625526304255	0.0288186850769174	0.442	0.498	1	"SDS"
"AC018638.1"	0.545634981734712	-0.0227976283027259	0.077	0.103	1	"AC018638.1"
"ERP44"	0.545647772608864	-0.0950549060774333	0.808	0.818	1	"ERP44"
"HIST2H3D"	0.545700783644102	0.0536716034474436	0.115	0.094	1	"HIST2H3D"
"TRIM39-RPP21"	0.545713179584995	0.0663076139018867	0.327	0.307	1	"TRIM39-RPP21"
"HSD17B2"	0.545912052983426	-0.0240642632043896	0.154	0.193	1	"HSD17B2"
"GYPC"	0.545923375749656	-0.0864257671123272	0.712	0.737	1	"GYPC"
"DNAAF2"	0.545929432001184	-0.0352719842369302	0.5	0.594	1	"DNAAF2"
"SNRK"	0.545930476960363	0.184141065770383	0.769	0.783	1	"SNRK"
"YTHDC1"	0.545995727778625	-0.105840575292646	0.596	0.699	1	"YTHDC1"
"CLDN2"	0.546005486248668	-0.0532100152637475	0.192	0.232	1	"CLDN2"
"SLCO1B1"	0.546008338374389	-0.0345872462768585	0.192	0.23	1	"SLCO1B1"
"ARHGEF3"	0.546020373610795	-0.0160270698114733	1	0.974	1	"ARHGEF3"
"SEC23B"	0.546144944780459	0.0923218159904134	0.635	0.654	1	"SEC23B"
"CACNB1"	0.546155521228912	-0.0481816149438399	0.231	0.277	1	"CACNB1"
"FER"	0.546179965805031	0.0527071860715405	0.904	0.866	1	"FER"
"CLDN11"	0.546290408371994	0.159984650143934	0.827	0.761	1	"CLDN11"
"CCDC168"	0.546301397419215	0.0791290501145426	0.173	0.223	1	"CCDC168"
"ENPP7"	0.5463280426441	-0.0328667375141076	0.096	0.126	1	"ENPP7"
"HIST1H3E"	0.546623740571874	-0.0257693233867805	0.231	0.269	1	"HIST1H3E"
"RAB39A"	0.546724835560678	-0.0442767065437361	0.385	0.456	1	"RAB39A"
"PGAM2"	0.546820900954582	0.0152854784536044	0.135	0.105	1	"PGAM2"
"TEAD2"	0.546872912668626	0.0338321496630737	0.288	0.257	1	"TEAD2"
"ZNF544"	0.546874746280095	0.061300084059135	0.212	0.188	1	"ZNF544"
"GLG1"	0.546901351788426	-0.0498097965971087	0.615	0.739	1	"GLG1"
"PROSER2"	0.546967666227091	-0.0793487987376713	0.538	0.576	1	"PROSER2"
"LATS2"	0.546991273085933	-0.0728784636517099	0.75	0.767	1	"LATS2"
"AC068533.7"	0.547059429560428	0.0564087593061078	0.635	0.609	1	"AC068533.7"
"SLC40A1"	0.547104605496323	0.0318335713081449	0.577	0.621	1	"SLC40A1"
"SKIV2L"	0.547142643838383	-0.0522990575492553	0.288	0.329	1	"SKIV2L"
"GCM1"	0.547326629234997	0.0692976685661686	0.154	0.134	1	"GCM1"
"ANXA10"	0.547362337774508	0.0313479018529348	0.327	0.299	1	"ANXA10"
"ZNF845"	0.54738117244906	0.0726772618185533	0.231	0.213	1	"ZNF845"
"VAV1"	0.547618109607427	-0.0313455473379745	0.673	0.69	1	"VAV1"
"HEXA"	0.547712904698702	0.0420566267459598	0.442	0.431	1	"HEXA"
"DCAF16"	0.547769853297728	0.050201797154275	0.615	0.614	1	"DCAF16"
"GDF3"	0.547815644285097	-0.00160122522271061	0.173	0.14	1	"GDF3"
"NINL"	0.547824585382107	0.171471114031326	0.404	0.425	1	"NINL"
"PAICS"	0.547856573609789	0.0134434700268011	0.788	0.764	1	"PAICS"
"CD37"	0.547922712990445	-0.0548858740947264	0.192	0.231	1	"CD37"
"PLEKHG1"	0.547935521793515	-0.0961262052463268	0.769	0.824	1	"PLEKHG1"
"SLC37A3"	0.547956377398039	-0.0750165595509209	0.75	0.739	1	"SLC37A3"
"ZNF598"	0.548034166344103	-0.0375047622289944	0.288	0.35	1	"ZNF598"
"PIK3C2A"	0.548072129451741	-0.107785802203619	0.788	0.799	1	"PIK3C2A"
"PHLDB3"	0.548115037094595	-0.0566207266409151	0.365	0.395	1	"PHLDB3"
"TBC1D12"	0.548208565254062	-0.0463687287993249	0.385	0.424	1	"TBC1D12"
"COA4"	0.548237811152271	-0.0676436966501648	0.327	0.36	1	"COA4"
"ZNF439"	0.54823867613193	0.0259655473610919	0.269	0.235	1	"ZNF439"
"BLM"	0.548388712002516	-0.0926429063736299	0.654	0.664	1	"BLM"
"COA7"	0.54848278549317	0.0614435343967615	0.288	0.268	1	"COA7"
"LYRM4"	0.548583528422303	0.0451547136900086	0.808	0.788	1	"LYRM4"
"DGCR8"	0.54871364333735	0.132022877849309	0.385	0.372	1	"DGCR8"
"CR1L"	0.548881698612438	-0.000657706240141831	0.615	0.565	1	"CR1L"
"CSK"	0.548885575258966	-0.00669880904075892	0.731	0.671	1	"CSK"
"RP11-20I23.3"	0.549052133187894	0.0111557903216974	0.442	0.51	1	"RP11-20I23.3"
"FOXL2"	0.549150050511595	0.0183366707621022	0.269	0.231	1	"FOXL2"
"KLC4"	0.549156437345289	0.0336864849528349	0.654	0.617	1	"KLC4"
"DNAJC2"	0.549308069322322	0.0142367326760917	0.385	0.449	1	"DNAJC2"
"TRPC1"	0.549373676281643	-0.0546495627035147	0.462	0.507	1	"TRPC1"
"TMIGD2"	0.549393613329617	-0.0234221610929753	0.096	0.126	1	"TMIGD2"
"PCP4L1"	0.549464704442579	0.00101440528192059	0.327	0.289	1	"PCP4L1"
"HIVEP2"	0.549480077230038	0.0688475329428058	0.942	0.928	1	"HIVEP2"
"GPER1"	0.549504805316166	-0.0205065115607757	0.115	0.15	1	"GPER1"
"MAPRE3"	0.549549036074128	0.100506917211414	0.5	0.512	1	"MAPRE3"
"UBR1"	0.549557489197757	0.0323949655848033	0.615	0.559	1	"UBR1"
"SPDYA"	0.549599897024592	0.0130026745229097	0.404	0.509	1	"SPDYA"
"ENOPH1"	0.549821970804499	0.0409066671707115	0.635	0.675	1	"ENOPH1"
"ASCL2"	0.549832387867521	0.0964274290133823	0.173	0.159	1	"ASCL2"
"ITPKB"	0.549915131361092	-0.0833759446738047	0.885	0.913	1	"ITPKB"
"CD70"	0.550043625262976	0.0367462038816057	0.154	0.13	1	"CD70"
"HKR1"	0.550060425353156	0.136312384063797	0.442	0.431	1	"HKR1"
